Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Day,Month,Year,Dep_Hr,Dep_Min,Arr_Hr,Arr_Min,Duration_Hr,Duration_Min,Price
IndiGo,12/04/2019,Banglore,Delhi,BLR / DEL,13:00,15:50,2:50,0,No Info,12,4,2019,13,0,15,50,2,50,4823
Air India,24/05/2019,Kolkata,Banglore,CCU / BOM / BLR,09:25,18:30,9:5,1,No Info,24,5,2019,9,25,18,30,9,5,8576
Jet Airways,12/03/2019,Banglore,New Delhi,BLR / BOM / DEL,20:35,16:10,19:35,1,In-flight meal not included,12,3,2019,20,35,16,10,19,35,11087
Jet Airways,18/05/2019,Delhi,Cochin,DEL / BOM / COK,10:00,12:35,26:35,1,In-flight meal not included,18,5,2019,10,0,12,35,26,35,12373
Air India,21/05/2019,Kolkata,Banglore,CCU / BOM / GOI / BLR,09:25,05:35,20:10,2,No Info,21,5,2019,9,25,5,35,20,10,11432
IndiGo,15/06/2019,Mumbai,Hyderabad,BOM / HYD,16:55,18:25,1:30,0,No Info,15,6,2019,16,55,18,25,1,30,3175
IndiGo,12/05/2019,Kolkata,Banglore,CCU / BLR,09:35,12:20,2:45,0,No Info,12,5,2019,9,35,12,20,2,45,4804
Jet Airways,27/06/2019,Delhi,Cochin,DEL / JAI / BOM / COK,09:40,12:35,26:55,2,No Info,27,6,2019,9,40,12,35,26,55,13014
Multiple carriers,6/03/2019,Delhi,Cochin,DEL / HYD / COK,07:10,22:20,15:10,1,In-flight meal not included,6,3,2019,7,10,22,20,15,10,7563
SpiceJet,27/06/2019,Kolkata,Banglore,CCU / BLR,09:00,11:25,2:25,0,No Info,27,6,2019,9,0,11,25,2,25,3873
IndiGo,21/05/2019,Delhi,Cochin,DEL / HYD / COK,11:55,00:55,13h,1,No Info,21,5,2019,11,55,0,55,13,0,6282
Multiple carriers,1/06/2019,Delhi,Cochin,DEL / BOM / COK,08:30,19:00,10:30,1,No Info,1,6,2019,8,30,19,0,10,30,11200
Vistara,24/04/2019,Banglore,Delhi,BLR / DEL,19:30,22:15,2:45,0,No Info,24,4,2019,19,30,22,15,2,45,5613
IndiGo,9/06/2019,Delhi,Cochin,DEL / COK,14:20,17:35,3:15,0,No Info,9,6,2019,14,20,17,35,3,15,5601
Jet Airways,15/06/2019,Delhi,Cochin,DEL / BOM / COK,14:00,12:35,22:35,1,In-flight meal not included,15,6,2019,14,0,12,35,22,35,10262
IndiGo,01/03/2019,Banglore,New Delhi,BLR / DEL,20:00,22:55,2:55,0,No Info,1,3,2019,20,0,22,55,2,55,14306
Jet Airways,1/04/2019,Kolkata,Banglore,CCU / BOM / BLR,20:00,20:45,24:45,1,In-flight meal not included,1,4,2019,20,0,20,45,24,45,7064
Jet Airways,27/06/2019,Delhi,Cochin,DEL / BOM / COK,07:05,19:00,11:55,1,No Info,27,6,2019,7,5,19,0,11,55,18371
Air India,18/05/2019,Delhi,Cochin,DEL / CCU / BOM / COK,20:15,19:15,23h,2,No Info,18,5,2019,20,15,19,15,23,0,13591
Jet Airways,1/06/2019,Delhi,Cochin,DEL / JAI / BOM / COK,09:40,12:35,26:55,2,In-flight meal not included,1,6,2019,9,40,12,35,26,55,10368
Multiple carriers,12/06/2019,Delhi,Cochin,DEL / IXU / BOM / COK,17:50,01:30,7:40,2,No Info,12,6,2019,17,50,1,30,7,40,18275
IndiGo,27/05/2019,Banglore,Delhi,BLR / DEL,22:10,01:00,2:50,0,No Info,27,5,2019,22,10,1,0,2,50,3749
Air Asia,6/06/2019,Kolkata,Banglore,CCU / IXR / DEL / BLR,15:10,23:30,8:20,2,No Info,6,6,2019,15,10,23,30,8,20,6810
Multiple carriers,21/05/2019,Delhi,Cochin,DEL / BOM / COK,11:40,21:00,9:20,1,No Info,21,5,2019,11,40,21,0,9,20,7485
Air India,27/05/2019,Kolkata,Banglore,CCU / BLR,14:15,16:45,2:30,0,No Info,27,5,2019,14,15,16,45,2,30,5510
Jet Airways,3/06/2019,Delhi,Cochin,DEL / BOM / COK,18:15,04:25,10:10,1,In-flight meal not included,3,6,2019,18,15,4,25,10,10,10262
Multiple carriers,24/06/2019,Delhi,Cochin,DEL / HYD / COK,07:10,16:10,9h,1,No Info,24,6,2019,7,10,16,10,9,0,6723
Multiple carriers,21/03/2019,Delhi,Cochin,DEL / BOM / COK,08:00,15:30,7:30,1,No Info,21,3,2019,8,0,15,30,7,30,8307
GoAir,21/04/2019,Delhi,Cochin,DEL / HYD / COK,05:55,13:35,7:40,1,No Info,21,4,2019,5,55,13,35,7,40,6146
Jet Airways,27/05/2019,Delhi,Cochin,DEL / AMD / BOM / COK,13:25,12:35,23:10,2,No Info,27,5,2019,13,25,12,35,23,10,15129
Jet Airways,1/05/2019,Kolkata,Banglore,CCU / BOM / BLR,06:30,12:00,5:30,1,No Info,1,5,2019,6,30,12,0,5,30,14388
Jet Airways,6/04/2019,Banglore,Delhi,BLR / DEL,06:00,08:45,2:45,0,In-flight meal not included,6,4,2019,6,0,8,45,2,45,4544
Jet Airways,12/04/2019,Banglore,Delhi,BLR / DEL,11:10,14:05,2:55,0,In-flight meal not included,12,4,2019,11,10,14,5,2,55,5198
IndiGo,18/05/2019,Delhi,Cochin,DEL / BOM / COK,09:15,01:30,16:15,1,No Info,18,5,2019,9,15,1,30,16,15,7503
GoAir,01/03/2019,Banglore,New Delhi,BLR / GOI / DEL,15:45,20:15,4:30,1,No Info,1,3,2019,15,45,20,15,4,30,12314
Air India,15/05/2019,Delhi,Cochin,DEL / BOM / COK,13:00,19:15,6:15,1,No Info,15,5,2019,13,0,19,15,6,15,8372
Jet Airways,21/05/2019,Kolkata,Banglore,CCU / BOM / BLR,16:30,23:35,7:5,1,No Info,21,5,2019,16,30,23,35,7,5,14781
Jet Airways,24/06/2019,Banglore,Delhi,BLR / DEL,19:50,22:50,3h,0,No Info,24,6,2019,19,50,22,50,3,0,8016
IndiGo,12/03/2019,Chennai,Kolkata,MAA / CCU,07:55,10:15,2:20,0,No Info,12,3,2019,7,55,10,15,2,20,6297
Jet Airways,1/05/2019,Kolkata,Banglore,CCU / BOM / BLR,08:25,09:20,24:55,1,No Info,1,5,2019,8,25,9,20,24,55,14388
GoAir,1/06/2019,Delhi,Cochin,DEL / AMD / COK,07:25,13:35,6:10,1,No Info,1,6,2019,7,25,13,35,6,10,6393
Jet Airways,9/06/2019,Kolkata,Banglore,CCU / BOM / BLR,21:10,10:05,12:55,1,No Info,9,6,2019,21,10,10,5,12,55,14939
Jet Airways,21/05/2019,Kolkata,Banglore,CCU / BOM / BLR,08:25,19:50,11:25,1,No Info,21,5,2019,8,25,19,50,11,25,14781
IndiGo,6/03/2019,Delhi,Cochin,DEL / BOM / COK,07:30,21:00,13:30,1,No Info,6,3,2019,7,30,21,0,13,30,14871
SpiceJet,6/04/2019,Banglore,Delhi,BLR / DEL,09:30,12:20,2:50,0,No check-in baggage included,6,4,2019,9,30,12,20,2,50,4319
Jet Airways,15/05/2019,Kolkata,Banglore,CCU / DEL / BLR,17:00,09:45,16:45,1,No Info,15,5,2019,17,0,9,45,16,45,13067
Jet Airways,01/03/2019,Banglore,New Delhi,BLR / BOM / DEL,16:55,08:15,15:20,1,No Info,1,3,2019,16,55,8,15,15,20,26890
Jet Airways,15/03/2019,Banglore,New Delhi,BLR / BOM / DEL,07:00,13:15,6:15,1,In-flight meal not included,15,3,2019,7,0,13,15,6,15,9134
IndiGo,3/04/2019,Banglore,Delhi,BLR / DEL,21:15,00:15,3h,0,No Info,3,4,2019,21,15,0,15,3,0,3943
Air India,24/06/2019,Delhi,Cochin,DEL / BOM / COK,07:00,19:15,12:15,1,No Info,24,6,2019,7,0,19,15,12,15,8879
Jet Airways,24/05/2019,Kolkata,Banglore,CCU / BOM / BLR,18:55,12:00,17:5,1,No Info,24,5,2019,18,55,12,0,17,5,14571
IndiGo,15/06/2019,Kolkata,Banglore,CCU / BLR,09:35,12:10,2:35,0,No Info,15,6,2019,9,35,12,10,2,35,5644
Jet Airways,9/06/2019,Kolkata,Banglore,CCU / BOM / BLR,06:30,04:40,22:10,1,In-flight meal not included,9,6,2019,6,30,4,40,22,10,9663
Jet Airways,9/06/2019,Kolkata,Banglore,CCU / BOM / BLR,14:05,23:35,9:30,1,No Info,9,6,2019,14,5,23,35,9,30,14571
SpiceJet,9/06/2019,Banglore,Delhi,BLR / DEL,21:10,00:05,2:55,0,No Info,9,6,2019,21,10,0,5,2,55,3971
Jet Airways,6/03/2019,Delhi,Cochin,DEL / BOM / COK,09:00,18:50,9:50,1,No Info,6,3,2019,9,0,18,50,9,50,17024
SpiceJet,15/05/2019,Kolkata,Banglore,CCU / BLR,17:10,19:40,2:30,0,No check-in baggage included,15,5,2019,17,10,19,40,2,30,3841
Jet Airways,27/05/2019,Delhi,Cochin,DEL / BOM / COK,19:45,19:00,23:15,1,In-flight meal not included,27,5,2019,19,45,19,0,23,15,12898
Jet Airways,6/06/2019,Delhi,Cochin,DEL / NAG / BOM / COK,14:35,04:25,13:50,2,No Info,6,6,2019,14,35,4,25,13,50,13376
Jet Airways,15/06/2019,Delhi,Cochin,DEL / IDR / BOM / COK,21:25,12:35,15:10,2,In-flight meal not included,15,6,2019,21,25,12,35,15,10,9905
Multiple carriers,15/06/2019,Delhi,Cochin,DEL / BOM / COK,08:00,21:00,13h,1,No Info,15,6,2019,8,0,21,0,13,0,13587
Multiple carriers,24/06/2019,Delhi,Cochin,DEL / BOM / COK,06:00,21:00,15h,1,No Info,24,6,2019,6,0,21,0,15,0,7740
Multiple carriers,21/05/2019,Delhi,Cochin,DEL / BOM / COK,06:00,12:35,6:35,1,No Info,21,5,2019,6,0,12,35,6,35,9794
Jet Airways,06/03/2019,Banglore,New Delhi,BLR / BOM / DEL,22:50,21:20,22:30,1,No Info,6,3,2019,22,50,21,20,22,30,17471
Jet Airways,9/03/2019,Delhi,Cochin,DEL / IXC / BOM / COK,13:45,04:25,14:40,2,In-flight meal not included,9,3,2019,13,45,4,25,14,40,15129
Jet Airways,1/05/2019,Kolkata,Banglore,CCU / DEL / BLR,09:35,14:25,28:50,1,No Info,1,5,2019,9,35,14,25,28,50,11467
Air India,12/06/2019,Kolkata,Banglore,CCU / MAA / BLR,14:35,14:35,24h,1,No Info,12,6,2019,14,35,14,35,24,0,6528
Multiple carriers,27/06/2019,Delhi,Cochin,DEL / BOM / COK,07:30,19:15,11:45,1,No Info,27,6,2019,7,30,19,15,11,45,8266
IndiGo,6/03/2019,Delhi,Cochin,DEL / HYD / COK,06:40,22:20,15:40,1,No Info,6,3,2019,6,40,22,20,15,40,6442
Jet Airways,12/06/2019,Delhi,Cochin,DEL / BOM / COK,22:50,12:35,13:45,1,In-flight meal not included,12,6,2019,22,50,12,35,13,45,10262
Jet Airways,1/03/2019,Mumbai,Hyderabad,BOM / HYD,07:10,08:35,1:25,0,No Info,1,3,2019,7,10,8,35,1,25,17501
Air India,24/05/2019,Banglore,Delhi,BLR / DEL,06:10,08:55,2:45,0,No Info,24,5,2019,6,10,8,55,2,45,8273
Air India,21/03/2019,Delhi,Cochin,DEL / LKO / BOM / COK,18:30,19:15,24:45,2,No Info,21,3,2019,18,30,19,15,24,45,10703
Multiple carriers,15/06/2019,Delhi,Cochin,DEL / BOM / COK,10:00,01:30,15:30,1,No Info,15,6,2019,10,0,1,30,15,30,8510
IndiGo,15/03/2019,Mumbai,Hyderabad,BOM / HYD,20:05,21:35,1:30,0,No Info,15,3,2019,20,5,21,35,1,30,2754
IndiGo,18/05/2019,Mumbai,Hyderabad,BOM / HYD,21:20,22:50,1:30,0,No Info,18,5,2019,21,20,22,50,1,30,2227
Multiple carriers,27/06/2019,Delhi,Cochin,DEL / IXU / BOM / COK,17:50,01:30,7:40,2,No Info,27,6,2019,17,50,1,30,7,40,18275
SpiceJet,21/04/2019,Delhi,Cochin,DEL / PNQ / COK,08:45,13:15,4:30,1,No check-in baggage included,21,4,2019,8,45,13,15,4,30,6356
Jet Airways,15/05/2019,Kolkata,Banglore,CCU / BOM / BLR,14:05,20:45,6:40,1,No Info,15,5,2019,14,5,20,45,6,40,14781
Jet Airways,27/05/2019,Delhi,Cochin,DEL / JAI / BOM / COK,09:40,12:35,26:55,2,In-flight meal not included,27,5,2019,9,40,12,35,26,55,13029
GoAir,1/05/2019,Banglore,Delhi,BLR / DEL,11:40,14:30,2:50,0,No Info,1,5,2019,11,40,14,30,2,50,4340
Air India,12/06/2019,Kolkata,Banglore,CCU / DEL / COK / BLR,17:30,13:45,20:15,2,No Info,12,6,2019,17,30,13,45,20,15,12224
Jet Airways,24/05/2019,Kolkata,Banglore,CCU / BOM / BLR,16:30,18:15,25:45,1,In-flight meal not included,24,5,2019,16,30,18,15,25,45,10844
IndiGo,15/04/2019,Kolkata,Banglore,CCU / BLR,09:35,12:20,2:45,0,No Info,15,4,2019,9,35,12,20,2,45,4174
Air India,01/03/2019,Banglore,New Delhi,BLR / HYD / VGA / DEL,17:00,22:55,29:55,2,No Info,1,3,2019,17,0,22,55,29,55,14887
Multiple carriers,9/04/2019,Delhi,Cochin,DEL / BOM / COK,09:00,19:15,10:15,1,No Info,9,4,2019,9,0,19,15,10,15,12853
Air Asia,15/05/2019,Banglore,Delhi,BLR / DEL,11:10,13:55,2:45,0,No Info,15,5,2019,11,10,13,55,2,45,3383
GoAir,01/03/2019,Banglore,New Delhi,BLR / DEL,11:40,14:35,2:55,0,No Info,1,3,2019,11,40,14,35,2,55,11111
Jet Airways,1/04/2019,Banglore,Delhi,BLR / DEL,17:45,20:45,3h,0,No Info,1,4,2019,17,45,20,45,3,0,7229
Jet Airways,6/05/2019,Banglore,Delhi,BLR / DEL,17:45,20:45,3h,0,In-flight meal not included,6,5,2019,17,45,20,45,3,0,4030
IndiGo,3/03/2019,Delhi,Cochin,DEL / BOM / COK,15:00,01:35,10:35,1,No Info,3,3,2019,15,0,1,35,10,35,14871
Jet Airways,27/05/2019,Delhi,Cochin,DEL / BOM / COK,19:45,04:25,8:40,1,In-flight meal not included,27,5,2019,19,45,4,25,8,40,12898
Multiple carriers,18/05/2019,Delhi,Cochin,DEL / BOM / COK,11:30,19:15,7:45,1,No Info,18,5,2019,11,30,19,15,7,45,14533
Air India,6/06/2019,Delhi,Cochin,DEL / BLR / COK,17:40,08:15,14:35,1,No Info,6,6,2019,17,40,8,15,14,35,7258
SpiceJet,1/04/2019,Delhi,Cochin,DEL / PNQ / COK,08:45,13:15,4:30,1,No Info,1,4,2019,8,45,13,15,4,30,4812
Jet Airways,9/05/2019,Kolkata,Banglore,CCU / DEL / BLR,09:35,21:05,11:30,1,In-flight meal not included,9,5,2019,9,35,21,5,11,30,12384
Air India,6/06/2019,Delhi,Cochin,DEL / JAI / BOM / COK,12:00,07:40,19:40,2,No Info,6,6,2019,12,0,7,40,19,40,8603
Air India,6/06/2019,Delhi,Cochin,DEL / JAI / BOM / COK,12:00,19:15,7:15,2,No Info,6,6,2019,12,0,19,15,7,15,8603
Jet Airways,24/03/2019,Kolkata,Banglore,CCU / BOM / BLR,13:55,23:25,9:30,1,No Info,24,3,2019,13,55,23,25,9,30,14231
Jet Airways,9/05/2019,Delhi,Cochin,DEL / AMD / BOM / COK,23:05,04:25,29:20,2,No Info,9,5,2019,23,5,4,25,29,20,15129
Air Asia,1/06/2019,Delhi,Cochin,DEL / BLR / COK,20:45,07:10,10:25,1,No Info,1,6,2019,20,45,7,10,10,25,11410
Air India,12/03/2019,Banglore,New Delhi,BLR / BOM / BHO / DEL,08:50,09:25,24:35,2,No Info,12,3,2019,8,50,9,25,24,35,12725
Jet Airways,9/06/2019,Delhi,Cochin,DEL / IDR / BOM / COK,09:35,12:35,27h,2,No Info,9,6,2019,9,35,12,35,27,0,13292
SpiceJet,24/04/2019,Kolkata,Banglore,CCU / BLR,06:55,09:30,2:35,0,No Info,24,4,2019,6,55,9,30,2,35,3873
IndiGo,15/06/2019,Chennai,Kolkata,MAA / CCU,07:55,10:15,2:20,0,No Info,15,6,2019,7,55,10,15,2,20,3850
SpiceJet,9/06/2019,Kolkata,Banglore,CCU / KNU / BLR,11:35,18:50,7:15,1,No Info,9,6,2019,11,35,18,50,7,15,8479
Jet Airways,24/05/2019,Kolkata,Banglore,CCU / DEL / BLR,09:35,23:35,14h,1,No Info,24,5,2019,9,35,23,35,14,0,14151
Air India,24/04/2019,Banglore,Delhi,BLR / DEL,06:10,08:55,2:45,0,No Info,24,4,2019,6,10,8,55,2,45,5228
Vistara,9/06/2019,Kolkata,Banglore,CCU / DEL / BLR,07:10,09:05,25:55,1,No Info,9,6,2019,7,10,9,5,25,55,9397
Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM / HYD,07:05,08:30,1:25,0,In-flight meal not included,18,6,2019,7,5,8,30,1,25,4995
Air India,1/06/2019,Delhi,Cochin,DEL / AMD / BOM / COK,19:45,19:15,23:30,2,No Info,1,6,2019,19,45,19,15,23,30,10651
Air Asia,3/04/2019,Banglore,Delhi,BLR / DEL,04:55,07:45,2:50,0,No Info,3,4,2019,4,55,7,45,2,50,4282
Air India,21/05/2019,Kolkata,Banglore,CCU / JAI / BOM / BLR,08:20,21:50,13:30,2,No Info,21,5,2019,8,20,21,50,13,30,10697
Jet Airways,21/05/2019,Kolkata,Banglore,CCU / DEL / BLR,09:35,14:25,28:50,1,In-flight meal not included,21,5,2019,9,35,14,25,28,50,9314
IndiGo,27/06/2019,Chennai,Kolkata,MAA / CCU,05:15,07:40,2:25,0,No Info,27,6,2019,5,15,7,40,2,25,3540
Air India,12/06/2019,Delhi,Cochin,DEL / AMD / BOM / COK,16:40,19:15,26:35,2,No Info,12,6,2019,16,40,19,15,26,35,9443
Multiple carriers,6/03/2019,Delhi,Cochin,DEL / BOM / COK,07:30,15:30,8h,1,No Info,6,3,2019,7,30,15,30,8,0,15147
Jet Airways,27/06/2019,Banglore,Delhi,BLR / DEL,08:20,11:20,3h,0,No Info,27,6,2019,8,20,11,20,3,0,8016
IndiGo,24/05/2019,Mumbai,Hyderabad,BOM / HYD,21:20,22:50,1:30,0,No Info,24,5,2019,21,20,22,50,1,30,2437
IndiGo,27/05/2019,Delhi,Cochin,DEL / BOM / COK,10:35,01:30,14:55,1,No Info,27,5,2019,10,35,1,30,14,55,6104
SpiceJet,6/06/2019,Mumbai,Hyderabad,BOM / HYD,22:45,00:15,1:30,0,No check-in baggage included,6,6,2019,22,45,0,15,1,30,1965
Multiple carriers,12/06/2019,Delhi,Cochin,DEL / BOM / COK,13:00,21:00,8h,1,No Info,12,6,2019,13,0,21,0,8,0,7408
IndiGo,18/06/2019,Mumbai,Hyderabad,BOM / HYD,06:25,07:55,1:30,0,No Info,18,6,2019,6,25,7,55,1,30,4049
Jet Airways,1/06/2019,Banglore,Delhi,BLR / DEL,19:50,22:50,3h,0,No Info,1,6,2019,19,50,22,50,3,0,8016
Multiple carriers,9/05/2019,Delhi,Cochin,DEL / BOM / COK,07:00,19:00,12h,1,No Info,9,5,2019,7,0,19,0,12,0,10197
Jet Airways,1/05/2019,Kolkata,Banglore,CCU / BOM / BLR,21:10,08:15,11:5,1,In-flight meal not included,1,5,2019,21,10,8,15,11,5,10844
Jet Airways,9/06/2019,Kolkata,Banglore,CCU / DEL / BLR,17:00,19:10,26:10,1,No Info,9,6,2019,17,0,19,10,26,10,12692
Jet Airways,6/05/2019,Kolkata,Banglore,CCU / BOM / BLR,08:25,16:20,7:55,1,No Info,6,5,2019,8,25,16,20,7,55,14781
GoAir,24/05/2019,Kolkata,Banglore,CCU / BOM / BLR,23:30,07:45,8:15,1,No Info,24,5,2019,23,30,7,45,8,15,7335
Jet Airways,27/05/2019,Banglore,Delhi,BLR / DEL,08:20,11:20,3h,0,No Info,27,5,2019,8,20,11,20,3,0,7229
Vistara,24/03/2019,Banglore,New Delhi,BLR / DEL,21:10,00:05,2:55,0,No Info,24,3,2019,21,10,0,5,2,55,4353
Jet Airways,18/05/2019,Kolkata,Banglore,CCU / BOM / BLR,20:00,08:15,12:15,1,No Info,18,5,2019,20,0,8,15,12,15,13941
Jet Airways,12/03/2019,Banglore,New Delhi,BLR / MAA / DEL,09:45,14:25,4:40,1,No Info,12,3,2019,9,45,14,25,4,40,12295
Jet Airways,27/05/2019,Delhi,Cochin,DEL / BOM / COK,22:50,12:35,13:45,1,In-flight meal not included,27,5,2019,22,50,12,35,13,45,12898
Vistara,9/05/2019,Kolkata,Banglore,CCU / DEL / BLR,07:10,22:40,15:30,1,No Info,9,5,2019,7,10,22,40,15,30,7927
Air Asia,15/04/2019,Banglore,Delhi,BLR / DEL,23:55,02:45,2:50,0,No Info,15,4,2019,23,55,2,45,2,50,4483
Jet Airways,06/03/2019,Banglore,New Delhi,BLR / BOM / DEL,11:40,18:25,6:45,1,No Info,6,3,2019,11,40,18,25,6,45,19225
GoAir,24/04/2019,Delhi,Cochin,DEL / AMD / COK,07:25,13:35,6:10,1,No Info,24,4,2019,7,25,13,35,6,10,4692
Jet Airways,18/03/2019,Banglore,New Delhi,BLR / BOM / DEL,21:25,09:30,12:5,1,No Info,18,3,2019,21,25,9,30,12,5,13555
IndiGo,9/04/2019,Delhi,Cochin,DEL / BOM / COK,15:00,01:30,10:30,1,No Info,9,4,2019,15,0,1,30,10,30,6270
Jet Airways,6/05/2019,Kolkata,Banglore,CCU / BOM / BLR,18:55,16:20,21:25,1,No Info,6,5,2019,18,55,16,20,21,25,13584
Jet Airways,21/03/2019,Delhi,Cochin,DEL / MAA / BOM / COK,16:10,18:50,26:40,2,No Info,21,3,2019,16,10,18,50,26,40,13180
Jet Airways,12/05/2019,Kolkata,Banglore,CCU / DEL / BLR,20:25,18:00,21:35,1,No Info,12,5,2019,20,25,18,0,21,35,14151
Vistara,12/05/2019,Delhi,Cochin,DEL / COK,06:00,09:10,3:10,0,No Info,12,5,2019,6,0,9,10,3,10,6216
Multiple carriers,3/03/2019,Delhi,Cochin,DEL / BOM / COK,07:30,18:50,11:20,1,No Info,3,3,2019,7,30,18,50,11,20,15135
Multiple carriers,6/03/2019,Delhi,Cochin,DEL / BOM / COK,11:30,21:00,9:30,1,In-flight meal not included,6,3,2019,11,30,21,0,9,30,15136
Jet Airways,27/06/2019,Delhi,Cochin,DEL / BOM / COK,02:15,19:00,16:45,1,In-flight meal not included,27,6,2019,2,15,19,0,16,45,10262
Jet Airways,18/05/2019,Kolkata,Banglore,CCU / DEL / BLR,09:35,22:05,12:30,1,In-flight meal not included,18,5,2019,9,35,22,5,12,30,12384
Jet Airways,1/04/2019,Kolkata,Banglore,CCU / DEL / BLR,09:35,19:10,9:35,1,In-flight meal not included,1,4,2019,9,35,19,10,9,35,9314
Jet Airways,6/05/2019,Kolkata,Banglore,CCU / DEL / BLR,17:00,18:00,25h,1,In-flight meal not included,6,5,2019,17,0,18,0,25,0,9314
Air India,1/06/2019,Delhi,Cochin,DEL / BOM / COK,09:00,19:15,10:15,1,No Info,1,6,2019,9,0,19,15,10,15,10454
Air India,18/05/2019,Delhi,Cochin,DEL / BOM / COK,23:00,07:40,8:40,1,No Info,18,5,2019,23,0,7,40,8,40,8372
Jet Airways,9/03/2019,Delhi,Cochin,DEL / BOM / COK,19:45,04:25,8:40,1,In-flight meal not included,9,3,2019,19,45,4,25,8,40,11848
IndiGo,1/06/2019,Delhi,Cochin,DEL / BOM / COK,08:30,21:00,12:30,1,No Info,1,6,2019,8,30,21,0,12,30,6416
IndiGo,1/04/2019,Mumbai,Hyderabad,BOM / HYD,09:10,10:40,1:30,0,No Info,1,4,2019,9,10,10,40,1,30,3342
Jet Airways,6/06/2019,Kolkata,Banglore,CCU / BOM / PNQ / BLR,06:30,07:25,24:55,2,In-flight meal not included,6,6,2019,6,30,7,25,24,55,10118
Air India,12/06/2019,Kolkata,Banglore,CCU / GAU / DEL / BLR,16:45,12:30,19:45,2,No Info,12,6,2019,16,45,12,30,19,45,14960
IndiGo,15/06/2019,Delhi,Cochin,DEL / HYD / COK,05:05,16:10,11:5,1,No Info,15,6,2019,5,5,16,10,11,5,6818
Air India,12/06/2019,Kolkata,Banglore,CCU / BLR,14:15,16:45,2:30,0,No Info,12,6,2019,14,15,16,45,2,30,5510
Jet Airways,21/05/2019,Kolkata,Banglore,CCU / BOM / BLR,06:30,09:20,26:50,1,No Info,21,5,2019,6,30,9,20,26,50,14388
Multiple carriers,3/06/2019,Delhi,Cochin,DEL / HYD / COK,14:55,22:30,7:35,1,No Info,3,6,2019,14,55,22,30,7,35,7038
Multiple carriers,9/05/2019,Delhi,Cochin,DEL / BOM / COK,08:45,19:15,10:30,1,No Info,9,5,2019,8,45,19,15,10,30,8266
Jet Airways,27/06/2019,Delhi,Cochin,DEL / ATQ / BOM / COK,18:20,19:00,24:40,2,No Info,27,6,2019,18,20,19,0,24,40,14300
Air India,9/05/2019,Kolkata,Banglore,CCU / BOM / BLR,09:25,07:55,22:30,1,No Info,9,5,2019,9,25,7,55,22,30,8366
Jet Airways,06/03/2019,Banglore,New Delhi,BLR / BOM / DEL,22:50,10:25,11:35,1,No Info,6,3,2019,22,50,10,25,11,35,17261
Vistara,6/06/2019,Kolkata,Banglore,CCU / DEL / BLR,07:10,09:05,25:55,1,No Info,6,6,2019,7,10,9,5,25,55,8452
IndiGo,1/04/2019,Kolkata,Banglore,CCU / GAU / BLR,15:10,20:30,5:20,1,No Info,1,4,2019,15,10,20,30,5,20,8567
Multiple carriers,15/06/2019,Delhi,Cochin,DEL / HYD / COK,07:05,22:30,15:25,1,No Info,15,6,2019,7,5,22,30,15,25,9646
Air India,9/04/2019,Delhi,Cochin,DEL / GOI / BOM / COK,22:00,19:15,21:15,2,No Info,9,4,2019,22,0,19,15,21,15,8341
Jet Airways,9/05/2019,Delhi,Cochin,DEL / BOM / COK,17:30,19:00,25:30,1,In-flight meal not included,9,5,2019,17,30,19,0,25,30,12373
SpiceJet,21/06/2019,Chennai,Kolkata,MAA / CCU,17:45,20:05,2:20,0,No check-in baggage included,21,6,2019,17,45,20,5,2,20,3543
Jet Airways,9/06/2019,Kolkata,Banglore,CCU / DEL / BLR,17:00,23:35,6:35,1,In-flight meal not included,9,6,2019,17,0,23,35,6,35,13994
IndiGo,24/03/2019,Banglore,New Delhi,BLR / DEL,04:00,06:50,2:50,0,No Info,24,3,2019,4,0,6,50,2,50,4777
Multiple carriers,1/06/2019,Delhi,Cochin,DEL / HYD / COK,14:55,22:30,7:35,1,No Info,1,6,2019,14,55,22,30,7,35,7038
IndiGo,3/04/2019,Mumbai,Hyderabad,BOM / HYD,16:55,18:25,1:30,0,No Info,3,4,2019,16,55,18,25,1,30,3175
Multiple carriers,9/06/2019,Delhi,Cochin,DEL / BOM / COK,10:00,21:00,11h,1,No Info,9,6,2019,10,0,21,0,11,0,7408
IndiGo,15/06/2019,Banglore,Delhi,BLR / DEL,21:15,00:15,3h,0,No Info,15,6,2019,21,15,0,15,3,0,3943
Jet Airways,6/03/2019,Delhi,Cochin,DEL / BOM / COK,08:00,04:25,20:25,1,No Info,6,3,2019,8,0,4,25,20,25,15974
SpiceJet,27/05/2019,Kolkata,Banglore,CCU / BLR,06:55,09:30,2:35,0,No Info,27,5,2019,6,55,9,30,2,35,3873
IndiGo,15/04/2019,Banglore,Delhi,BLR / DEL,10:10,13:00,2:50,0,No Info,15,4,2019,10,10,13,0,2,50,4423
Jet Airways,27/05/2019,Delhi,Cochin,DEL / JAI / BOM / COK,09:40,04:25,18:45,2,No Info,27,5,2019,9,40,4,25,18,45,15129
IndiGo,21/03/2019,Delhi,Cochin,DEL / BOM / COK,08:25,21:00,12:35,1,No Info,21,3,2019,8,25,21,0,12,35,8285
